PG,SG,SF,PF,C,G,F,UTIL,P,R,O,J
De'Aaron Fox,Will Barton,LeBron James,Darius Bazley,Giannis Antetokounmpo,Ricky Rubio,D.J. Wilson,Collin Sexton,284.43
Monte Morris,Collin Sexton,LeBron James,D.J. Wilson,Nikola Jokic,Ricky Rubio,OG Anunoby,Richaun Holmes,284.43
Dejounte Murray,Anthony Edwards,,D.J. Wilson,Onyeka Okongwu,Ricky Rubio,Kevin Durant,OG Anunoby,284.42
Ricky Rubio,Collin Sexton,LeBron James,D.J. Wilson,Bobby Portis,,OG Anunoby,Pat Connaughton,284.42
James Harden,Collin Sexton,OG Anunoby,D.J. Wilson,Jakob Poeltl,Dejounte Murray,John Collins,Ricky Rubio,284.41
De'Aaron Fox,Brandon Knight,Tim Hardaway Jr.,D.J. Wilson,Nikola Jokic,Ricky Rubio,Giannis Antetokounmpo,Montrezl Harrell,284.39
Luka Doncic,Collin Sexton,Harrison Barnes,Kristaps Porzingis,Nikola Jokic,Ricky Rubio,D.J. Wilson,Cameron Oliver,284.39
Luka Doncic,Collin Sexton,Tim Hardaway Jr.,D.J. Wilson,Anthony Davis,Monte Morris,Kevin Durant,Ricky Rubio,284.38
Mike Conley,Collin Sexton,Kevin Durant,Keldon Johnson,Nikola Jokic,Ricky Rubio,D.J. Wilson,Bobby Portis,284.35
Dejounte Murray,Bojan Bogdanovic,,D.J. Wilson,Christian Wood,Ricky Rubio,Aaron Gordon,Montrezl Harrell,284.34
